pass_order,condition_id,sample_id,ae_rms,vib_rms
81,5,1,0.5830146670341492,0.8807787299156189
82,5,2,0.8700624704360962,0.8423088788986206
83,5,3,0.5780661702156067,0.8984783887863159
84,5,4,1.0424344539642334,0.9114068150520325
85,5,5,0.8295380473136902,0.8888813257217407
86,5,6,0.7601096630096436,0.8042938113212585
87,5,7,0.9925506114959717,0.8340367078781128
88,5,8,0.5510813593864441,0.8519189357757568
89,5,9,0.6578952670097351,0.8995064496994019
90,5,10,0.629831075668335,0.8875340223312378
91,5,11,0.6648855209350586,0.8349087238311768
92,5,12,0.6427764296531677,0.9134887456893921
93,5,13,0.7003181576728821,0.8347849249839783
94,5,14,0.7601426243782043,0.8766745924949646
95,5,15,0.770672619342804,0.940813422203064
96,5,16,0.7364580631256104,0.8366928696632385
97,5,17,0.8300623893737793,0.89609694480896
98,5,18,0.8074588775634766,0.9515905380249023
99,5,19,0.7265629172325134,0.8372377753257751
100,5,20,0.7275358438491821,0.9303944110870361
101,6,1,0.7995560765266418,1.0200490951538086
102,6,2,0.8125478029251099,1.0795201063156128
103,6,3,0.7536280751228333,1.2034943103790283
104,6,4,0.8054376840591431,1.074519395828247
105,6,5,0.6980776786804199,1.2074724435806274
106,6,6,0.7349422574043274,1.0643666982650757
107,6,7,0.7936993837356567,1.07357919216156
108,6,8,0.871187686920166,1.0609415769577026
109,6,9,1.26771080493927,1.2055039405822754
110,6,10,0.7820255756378174,1.1293011903762817
111,6,11,1.2874313592910767,1.066055417060852
112,6,12,0.9313269257545471,1.2109436988830566
113,6,13,1.1233693361282349,1.1212027072906494
114,6,14,0.6450638175010681,1.1292247772216797
115,6,15,1.0869284868240356,1.0565614700317383
116,6,16,1.013400673866272,0.9649146199226379
117,6,17,1.1272393465042114,1.0389326810836792
118,6,18,1.0200986862182617,0.9300472140312195
119,6,19,1.1177057027816772,0.9932055473327637
120,6,20,1.0604565143585205,0.9127731919288635
121,7,1,0.38256973028182983,0.5346837639808655
122,7,2,0.26178795099258423,0.681217610836029
123,7,3,0.19959180057048798,0.6645535826683044
124,7,4,0.9108788967132568,0.682431161403656
125,7,5,0.7629193067550659,1.0323913097381592
126,7,6,0.272957444190979,0.8103851675987244
127,7,7,1.048035740852356,0.9696551561355591
